text,group
If the sch mandates you wear  the uncle has the right to chase you off,btohqsg
bruh i saw smt abt np red camp,btohqsg
U are contributing to the spam too,btohqsg
i wish my sch had camps,btohqsg
🤦🏼‍♀️🤦🏼‍♀️ my pt is  why ppl insist on not wearing  got anything so special with wearing or not meh,btohqsg
oh I completely misread your first message lol,btohqsg
But some people just don’t like wearing lol,btohqsg
u think ur mothers seat ah,btohqsg
i mean manspreading is normal to a certain extent,btohqsg
i also need my personal space,btohqsg
Everytime is i go somewhere with mask  but forgot where i left it when gg back,btohqsg
IM JOKING NO SHUAI GE IN THE right mind WLD BE INTERESTED IN A 12 YEAR OKD LOOKING GIRL,btohqsg
I hv been mooching off my frens mask,btohqsg
shuai ge in their right mind wouldn’t even be thinking about it,btohqsg
i think its normal as long as they sit within their own seat,btohqsg
yk I don't even have hopes of hitting ppl up irl bcz I look like a child,btohqsg
If u see my height and all,btohqsg
no 1 even interested in me so no problem,btohqsg
it’s fine you’ll glow up in a few years,btohqsg
NO ITS NOT ABT GLOW UP ITS ABT GROWINF UP,btohqsg
OI I AM GOJNG TO WHACK U@rayyy438,btohqsg
I will grow taller in jc,btohqsg
No as in glow up to look more mature,btohqsg
you know like my that engineering friend I say look like child,btohqsg
i look annoyed all the time,btohqsg
it's ok ur arms grew 🙏🙏,btohqsg
But you put her next to actual sec sch kids you can tell she’s older,btohqsg
How tall u wanna grow until?,btohqsg
that one is too tall alr,btohqsg
got 1 guy ik is 190cm,btohqsg
My tallest Asian friends are like 186,btohqsg
non Asian friend about 2 meters,btohqsg
me and my friend were on a train onxe,btohqsg
i think stamford amerixan sch or smt,btohqsg
my friene whos 184 looked NORMAL next to them,btohqsg
then my 180 friend felt short,btohqsg
I heard the Dutch are quite tall?,btohqsg
This 196cm Dutch friend stood next to 181 sg Chinese friend,btohqsg
well he can stand beside me too,btohqsg
should I get fake nails or actually,btohqsg
100% bcz of global warming BAHHAHAAHHAHAHAHAHA,btohqsg
Ey yo wtf I am 160cm bruh,btohqsg
js paste doesn't have to be long,btohqsg
my sisters buy so much  its all over the house,btohqsg
its everywhere except on their fingers,btohqsg
Like imagine long af nails and grabbing thing,btohqsg
I JS SAID ITS NOT LONG,btohqsg
just grow ur actual nails ah HAHAHA,btohqsg
Just get some then try lor,btohqsg
bcz it's hard to find halal nail polish 💀,btohqsg
