text,group
The rate very bad  don't waste time.,btohqsg
Jin jialat ah.....sometimes i see uparcel order spill over to llm...finger itchy and ask here 😅,btohqsg
So i guess still stick to LLM....,btohqsg
See if can stack LLM and Grab delivery,btohqsg
Finally after 3 weeks i got my deposit money back!! 🙄🤦🏾‍♂️,btohqsg
just stop doing delivery until llm adjust the fare..,btohqsg
Then u will be stopping for good liao. No chance llm so good to increase price,btohqsg
Anyone having issue with app? Pickup page blank. Restart still the same,btohqsg
Luckily wallet page not blank 😅,btohqsg
The app refresh rate is slow...have to manually refresh the page to see new orders,btohqsg
Where is the guys that offer $1.70 pump price petrol?,btohqsg
Anyone want super super cheap petrol where can pump at Esso? Pm me.👍$1.70/litreLocation. Anywhere after 8pm,btohqsg
May I know any idea $10 fine from LTA is what?,btohqsg
Earlier just did a delivery and so fast got it,btohqsg
Haiz get $14 delivery minus $10,btohqsg
is it ERP never put cashcard inside?,btohqsg
Any one has any idea what is that please?,btohqsg
10 am plus amk to ubi area no erp,btohqsg
Anyway LTA fine no demerit points deducted yah,btohqsg
So barrier sometimes will like that?,btohqsg
I went amk industrial area and to ubi,btohqsg
Check and see wat u been fine for,btohqsg
Anyway I have pay through mobile axs,btohqsg
Any chance the barrier IU faulty?,btohqsg
Haiz sian like this also can really waste of time and effort,btohqsg
Go to Vicom and ask them check your IU? Maybe faulty,btohqsg
Insufficient fee inside ur cash card?,btohqsg
I can see the value of my cashcard inside the IU,btohqsg
Reached pickup point ( Factory ). Door was lock from outside. Call customer and she said sorry  send wrong address.Alamak !!! How ah?,btohqsg
Did u call customer before hand?,btohqsg
....saw the toothbrush order again.....wat is it about?? Spread covid or analysis dna,btohqsg
Do lalamove have discount at spc?,btohqsg
Think the latest app version not able to refresh jobs,btohqsg
for the latest one yes  another phone with the previous version no need  your one got this issue?,btohqsg
Heard the original app is best . Can set the location. No need waste time glue to hp,btohqsg
Slow and hang at times during peak hour,btohqsg
Can we roll back pervious version?,btohqsg
but can it refresh to show new jobs?,btohqsg
for iOS right? Android long time no more this feature,btohqsg
any idea how to rollback to 106.5.1? 106.6.0 nice interface but doesnt refesh on its own,btohqsg
ok found the bug already - dont filter the orders. have to select all. then its fine,btohqsg
at least for my android that is,btohqsg
The contacting of CS is a joke,btohqsg
Nv200 bras basar complex 1.8m can go in?,btohqsg
Not stop......finger must be faster 😂,btohqsg
Seems like not coming in lei,btohqsg
Have....eyes not fast enough to see 🤭,btohqsg
Guys  sidetrack from llm. I wna ask anyone know if theres any difference between 95/98 among sinopec & esso 🤔 cause ive people telling me sinopec petrol consume faster 😮,btohqsg
Looking for subcon/contractorArea:Bukit batok x 5Sembawang x 1Series routing.Bi-weekly payment.Own van or cars.Suday offday.Below 10Kg-->$1.2510.01Kg to 20Kg-->$1.5020Kg and above--> $2.50START MONDAY!!!!!!!!,btohqsg
Ah long debt collection..don't pick up further orders.,btohqsg
